Instante de Tempo t,Fila de pedidos,Em produção,Prontos
245,"51545, 52875, 12028, 63054, 51064, 50733, 90108, 18741, 91174, 49542, 37555, 79528, 95675, 49221, 31234, 70998, 79005, 62968, 34554, 44477, 32002, 37201, 87221, 12211, 48265, 14923, 20667, 93624, 94270, 70717, 47848, 26273, 40808, 25375, 44902, 33426, 79315, 59341, 50389, 31301, 74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","32970","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,"
246,"51545, 52875, 12028, 63054, 51064, 50733, 90108, 18741, 91174, 49542, 37555, 79528, 95675, 49221, 31234, 70998, 79005, 62968, 34554, 44477, 32002, 37201, 87221, 12211, 48265, 14923, 20667, 93624, 94270, 70717, 47848, 26273, 40808, 25375, 44902, 33426, 79315, 59341, 50389, 31301, 74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","32970","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,"
247,"51545, 52875, 12028, 63054, 51064, 50733, 90108, 18741, 91174, 49542, 37555, 79528, 95675, 49221, 31234, 70998, 79005, 62968, 34554, 44477, 32002, 37201, 87221, 12211, 48265, 14923, 20667, 93624, 94270, 70717, 47848, 26273, 40808, 25375, 44902, 33426, 79315, 59341, 50389, 31301, 74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","32970","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,"
248,"51545, 52875, 12028, 63054, 51064, 50733, 90108, 18741, 91174, 49542, 37555, 79528, 95675, 49221, 31234, 70998, 79005, 62968, 34554, 44477, 32002, 37201, 87221, 12211, 48265, 14923, 20667, 93624, 94270, 70717, 47848, 26273, 40808, 25375, 44902, 33426, 79315, 59341, 50389, 31301, 74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","32970","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,"
249,"51545, 52875, 12028, 63054, 51064, 50733, 90108, 18741, 91174, 49542, 37555, 79528, 95675, 49221, 31234, 70998, 79005, 62968, 34554, 44477, 32002, 37201, 87221, 12211, 48265, 14923, 20667, 93624, 94270, 70717, 47848, 26273, 40808, 25375, 44902, 33426, 79315, 59341, 50389, 31301, 74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","32970","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,"
250,"51545, 52875, 12028, 63054, 51064, 50733, 90108, 18741, 91174, 49542, 37555, 79528, 95675, 49221, 31234, 70998, 79005, 62968, 34554, 44477, 32002, 37201, 87221, 12211, 48265, 14923, 20667, 93624, 94270, 70717, 47848, 26273, 40808, 25375, 44902, 33426, 79315, 59341, 50389, 31301, 74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","32970","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,"
251,"51545, 52875, 12028, 63054, 51064, 50733, 90108, 18741, 91174, 49542, 37555, 79528, 95675, 49221, 31234, 70998, 79005, 62968, 34554, 44477, 32002, 37201, 87221, 12211, 48265, 14923, 20667, 93624, 94270, 70717, 47848, 26273, 40808, 25375, 44902, 33426, 79315, 59341, 50389, 31301, 74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","32970","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,"
252,"51545, 52875, 12028, 63054, 51064, 50733, 90108, 18741, 91174, 49542, 37555, 79528, 95675, 49221, 31234, 70998, 79005, 62968, 34554, 44477, 32002, 37201, 87221, 12211, 48265, 14923, 20667, 93624, 94270, 70717, 47848, 26273, 40808, 25375, 44902, 33426, 79315, 59341, 50389, 31301, 74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","32970","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,"
253,"51545, 52875, 12028, 63054, 51064, 50733, 90108, 18741, 91174, 49542, 37555, 79528, 95675, 49221, 31234, 70998, 79005, 62968, 34554, 44477, 32002, 37201, 87221, 12211, 48265, 14923, 20667, 93624, 94270, 70717, 47848, 26273, 40808, 25375, 44902, 33426, 79315, 59341, 50389, 31301, 74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","32970","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,"
254,"51545, 52875, 12028, 63054, 51064, 50733, 90108, 18741, 91174, 49542, 37555, 79528, 95675, 49221, 31234, 70998, 79005, 62968, 34554, 44477, 32002, 37201, 87221, 12211, 48265, 14923, 20667, 93624, 94270, 70717, 47848, 26273, 40808, 25375, 44902, 33426, 79315, 59341, 50389, 31301, 74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","32970","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,"
255,"51545, 52875, 12028, 63054, 51064, 50733, 90108, 18741, 91174, 49542, 37555, 79528, 95675, 49221, 31234, 70998, 79005, 62968, 34554, 44477, 32002, 37201, 87221, 12211, 48265, 14923, 20667, 93624, 94270, 70717, 47848, 26273, 40808, 25375, 44902, 33426, 79315, 59341, 50389, 31301, 74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","32970","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,"
256,"51545, 52875, 12028, 63054, 51064, 50733, 90108, 18741, 91174, 49542, 37555, 79528, 95675, 49221, 31234, 70998, 79005, 62968, 34554, 44477, 32002, 37201, 87221, 12211, 48265, 14923, 20667, 93624, 94270, 70717, 47848, 26273, 40808, 25375, 44902, 33426, 79315, 59341, 50389, 31301, 74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","32970","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,"
257,"51545, 52875, 12028, 63054, 51064, 50733, 90108, 18741, 91174, 49542, 37555, 79528, 95675, 49221, 31234, 70998, 79005, 62968, 34554, 44477, 32002, 37201, 87221, 12211, 48265, 14923, 20667, 93624, 94270, 70717, 47848, 26273, 40808, 25375, 44902, 33426, 79315, 59341, 50389, 31301, 74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","32970","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,"
258,"51545, 52875, 12028, 63054, 51064, 50733, 90108, 18741, 91174, 49542, 37555, 79528, 95675, 49221, 31234, 70998, 79005, 62968, 34554, 44477, 32002, 37201, 87221, 12211, 48265, 14923, 20667, 93624, 94270, 70717, 47848, 26273, 40808, 25375, 44902, 33426, 79315, 59341, 50389, 31301, 74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","32970","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,"
259,"51545, 52875, 12028, 63054, 51064, 50733, 90108, 18741, 91174, 49542, 37555, 79528, 95675, 49221, 31234, 70998, 79005, 62968, 34554, 44477, 32002, 37201, 87221, 12211, 48265, 14923, 20667, 93624, 94270, 70717, 47848, 26273, 40808, 25375, 44902, 33426, 79315, 59341, 50389, 31301, 74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","32970","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,"
260,"51545, 52875, 12028, 63054, 51064, 50733, 90108, 18741, 91174, 49542, 37555, 79528, 95675, 49221, 31234, 70998, 79005, 62968, 34554, 44477, 32002, 37201, 87221, 12211, 48265, 14923, 20667, 93624, 94270, 70717, 47848, 26273, 40808, 25375, 44902, 33426, 79315, 59341, 50389, 31301, 74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","32970","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,"
261,"51545, 52875, 12028, 63054, 51064, 50733, 90108, 18741, 91174, 49542, 37555, 79528, 95675, 49221, 31234, 70998, 79005, 62968, 34554, 44477, 32002, 37201, 87221, 12211, 48265, 14923, 20667, 93624, 94270, 70717, 47848, 26273, 40808, 25375, 44902, 33426, 79315, 59341, 50389, 31301, 74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","32970","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,"
262,"51545, 52875, 12028, 63054, 51064, 50733, 90108, 18741, 91174, 49542, 37555, 79528, 95675, 49221, 31234, 70998, 79005, 62968, 34554, 44477, 32002, 37201, 87221, 12211, 48265, 14923, 20667, 93624, 94270, 70717, 47848, 26273, 40808, 25375, 44902, 33426, 79315, 59341, 50389, 31301, 74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","32970","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,"
263,"51545, 52875, 12028, 63054, 51064, 50733, 90108, 18741, 91174, 49542, 37555, 79528, 95675, 49221, 31234, 70998, 79005, 62968, 34554, 44477, 32002, 37201, 87221, 12211, 48265, 14923, 20667, 93624, 94270, 70717, 47848, 26273, 40808, 25375, 44902, 33426, 79315, 59341, 50389, 31301, 74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","32970","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,"
264,"51545, 52875, 12028, 63054, 51064, 50733, 90108, 18741, 91174, 49542, 37555, 79528, 95675, 49221, 31234, 70998, 79005, 62968, 34554, 44477, 32002, 37201, 87221, 12211, 48265, 14923, 20667, 93624, 94270, 70717, 47848, 26273, 40808, 25375, 44902, 33426, 79315, 59341, 50389, 31301, 74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","32970","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,"
265,"52875, 12028, 63054, 51064, 50733, 90108, 18741, 91174, 49542, 37555, 79528, 95675, 49221, 31234, 70998, 79005, 62968, 34554, 44477, 32002, 37201, 87221, 12211, 48265, 14923, 20667, 93624, 94270, 70717, 47848, 26273, 40808, 25375, 44902, 33426, 79315, 59341, 50389, 31301, 74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","51545","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,"
266,"52875, 12028, 63054, 51064, 50733, 90108, 18741, 91174, 49542, 37555, 79528, 95675, 49221, 31234, 70998, 79005, 62968, 34554, 44477, 32002, 37201, 87221, 12211, 48265, 14923, 20667, 93624, 94270, 70717, 47848, 26273, 40808, 25375, 44902, 33426, 79315, 59341, 50389, 31301, 74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","51545","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,"
267,"52875, 12028, 63054, 51064, 50733, 90108, 18741, 91174, 49542, 37555, 79528, 95675, 49221, 31234, 70998, 79005, 62968, 34554, 44477, 32002, 37201, 87221, 12211, 48265, 14923, 20667, 93624, 94270, 70717, 47848, 26273, 40808, 25375, 44902, 33426, 79315, 59341, 50389, 31301, 74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","51545","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,"
268,"52875, 12028, 63054, 51064, 50733, 90108, 18741, 91174, 49542, 37555, 79528, 95675, 49221, 31234, 70998, 79005, 62968, 34554, 44477, 32002, 37201, 87221, 12211, 48265, 14923, 20667, 93624, 94270, 70717, 47848, 26273, 40808, 25375, 44902, 33426, 79315, 59341, 50389, 31301, 74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","51545","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,"
269,"52875, 12028, 63054, 51064, 50733, 90108, 18741, 91174, 49542, 37555, 79528, 95675, 49221, 31234, 70998, 79005, 62968, 34554, 44477, 32002, 37201, 87221, 12211, 48265, 14923, 20667, 93624, 94270, 70717, 47848, 26273, 40808, 25375, 44902, 33426, 79315, 59341, 50389, 31301, 74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","51545","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,"
270,"52875, 12028, 63054, 51064, 50733, 90108, 18741, 91174, 49542, 37555, 79528, 95675, 49221, 31234, 70998, 79005, 62968, 34554, 44477, 32002, 37201, 87221, 12211, 48265, 14923, 20667, 93624, 94270, 70717, 47848, 26273, 40808, 25375, 44902, 33426, 79315, 59341, 50389, 31301, 74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","51545","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,"
271,"52875, 12028, 63054, 51064, 50733, 90108, 18741, 91174, 49542, 37555, 79528, 95675, 49221, 31234, 70998, 79005, 62968, 34554, 44477, 32002, 37201, 87221, 12211, 48265, 14923, 20667, 93624, 94270, 70717, 47848, 26273, 40808, 25375, 44902, 33426, 79315, 59341, 50389, 31301, 74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","51545","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,"
272,"52875, 12028, 63054, 51064, 50733, 90108, 18741, 91174, 49542, 37555, 79528, 95675, 49221, 31234, 70998, 79005, 62968, 34554, 44477, 32002, 37201, 87221, 12211, 48265, 14923, 20667, 93624, 94270, 70717, 47848, 26273, 40808, 25375, 44902, 33426, 79315, 59341, 50389, 31301, 74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","51545","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,"
273,"52875, 12028, 63054, 51064, 50733, 90108, 18741, 91174, 49542, 37555, 79528, 95675, 49221, 31234, 70998, 79005, 62968, 34554, 44477, 32002, 37201, 87221, 12211, 48265, 14923, 20667, 93624, 94270, 70717, 47848, 26273, 40808, 25375, 44902, 33426, 79315, 59341, 50389, 31301, 74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","51545","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,"
274,"52875, 12028, 63054, 51064, 50733, 90108, 18741, 91174, 49542, 37555, 79528, 95675, 49221, 31234, 70998, 79005, 62968, 34554, 44477, 32002, 37201, 87221, 12211, 48265, 14923, 20667, 93624, 94270, 70717, 47848, 26273, 40808, 25375, 44902, 33426, 79315, 59341, 50389, 31301, 74017, 80513, 20703, 84601, 25037, 33936, 65040, 65805, 52090, 70124, 21670, 52276, 44114, 83066, 71224, 74499, 56914, 54667, 96534, 46051, 47448, 94483, 85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","51545","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,"
